Objects
100
,,Global Angle SB-8427:SB-8427,,,,,,Global Angle SB-CE32:SB-CE32,,,,,,Global Angle rvr1:rvr1,,,,,,Global Angle rvr4:rvr4,,,,,,
Frame,Sub Frame,RX,RY,RZ,TX,TY,TZ,RX,RY,RZ,TX,TY,TZ,RX,RY,RZ,TX,TY,TZ,RX,RY,RZ,TX,TY,TZ
,,rad,rad,rad,mm,mm,mm,rad,rad,rad,mm,mm,mm,rad,rad,rad,mm,mm,mm,rad,rad,rad,mm,mm,mm
74,0,0.000574,0.037818,1.698769,69.825439,1053.693726,165.061600,-0.027154,-0.000580,1.487039,-637.407776,1764.397095,162.507858,0.002541,-0.016924,1.532673,-491.183075,244.330521,139.228897,0.019924,-0.081881,1.527599,64.554680,204.032471,144.518463
75,0,0.000376,0.037824,1.698697,69.807297,1053.691162,165.044449,-0.023885,-0.002289,1.487379,-638.125000,1768.546997,162.548126,0.002635,-0.016918,1.532638,-491.204529,244.328461,139.210922,0.019867,-0.081844,1.527625,64.532013,204.025085,144.487671
76,0,0.000226,0.037565,1.698738,69.813492,1053.699707,165.077896,-0.020468,-0.003650,1.478617,-639.226562,1772.533936,162.730057,0.002623,-0.016963,1.532652,-491.194214,244.334290,139.238480,0.019843,-0.081792,1.527547,64.547577,204.042099,144.525238
77,0,0.000468,0.037804,1.698785,69.826500,1053.696411,165.094315,-0.022628,-0.008891,1.467412,-640.480408,1776.561523,162.383850,0.002492,-0.016909,1.532705,-491.175629,244.333817,139.263977,0.019887,-0.081992,1.527541,64.568329,204.037094,144.557144
78,0,0.000157,0.037543,1.698671,69.827759,1053.696045,165.082962,-0.025243,-0.015014,1.455378,-641.788513,1780.702271,162.545303,0.002599,-0.016856,1.532700,-491.180695,244.332291,139.252762,0.019908,-0.081996,1.527568,64.565453,204.040482,144.549835
79,0,0.000221,0.037669,1.698673,69.815857,1053.694214,165.043350,-0.031676,-0.014251,1.444906,-642.931091,1785.062866,162.637924,0.002702,-0.016897,1.532630,-491.192810,244.328400,139.211548,0.019861,-0.081974,1.527564,64.553650,204.032318,144.502579
80,0,0.000220,0.037537,1.698775,69.807671,1053.684570,165.051376,-0.033635,-0.010692,1.441885,-643.669922,1789.386841,162.789825,0.002610,-0.016874,1.532663,-491.199615,244.320282,139.210052,0.020217,-0.082019,1.527593,64.540413,204.020004,144.507172
81,0,0.000641,0.038158,1.698726,69.828117,1053.700439,165.091034,-0.029632,-0.004760,1.440940,-644.073792,1793.767578,162.562958,0.002539,-0.017038,1.532684,-491.192322,244.333725,139.244339,0.020028,-0.082090,1.527501,64.555344,204.038498,144.539154
82,0,0.000047,0.037306,1.698550,69.826622,1053.707764,165.095718,-0.029601,-0.000091,1.441372,-644.171448,1797.791870,162.897079,0.002705,-0.016929,1.532658,-491.180359,244.341202,139.254074,0.019878,-0.081895,1.527558,64.570625,204.053253,144.546356
83,0,0.000270,0.037645,1.698607,69.828384,1053.695679,165.082611,-0.018856,0.000123,1.440950,-644.399963,1801.897583,162.893524,0.002607,-0.016988,1.532654,-491.183197,244.329330,139.248596,0.019867,-0.081833,1.527642,64.555603,204.041306,144.536911
