Objects
100
,,Global Angle rvr1:rvr1,,,,,,Global Angle rvr4:rvr4,,,,,,Global Angle SB-8427:SB-8427,,,,,,Global Angle SB-CE32:SB-CE32,,,,,,
Frame,Sub Frame,RX,RY,RZ,TX,TY,TZ,RX,RY,RZ,TX,TY,TZ,RX,RY,RZ,TX,TY,TZ,RX,RY,RZ,TX,TY,TZ
,,rad,rad,rad,mm,mm,mm,rad,rad,rad,mm,mm,mm,rad,rad,rad,mm,mm,mm,rad,rad,rad,mm,mm,mm
77,0,0.005422,-0.021487,1.517580,239.574585,126.540871,145.250214,0.003191,-0.065407,1.501134,-97.874748,133.590744,141.250885,0.021201,0.017473,-0.042599,136.116959,1101.032104,166.656815,-0.045503,-0.008193,3.743512,-168.485855,702.682190,162.710434
78,0,0.005258,-0.021311,1.517569,239.566422,126.531509,145.237747,0.003249,-0.065422,1.501184,-97.882721,133.590027,141.242661,0.042374,0.010348,-0.053093,134.491852,1102.745361,166.121185,-0.045525,-0.008099,3.743515,-168.496750,702.681091,162.702026
79,0,0.005505,-0.021558,1.517577,239.562881,126.552773,145.259933,0.003328,-0.065457,1.501194,-97.882271,133.598297,141.261108,0.047632,-0.003729,-0.064519,132.390884,1105.523560,165.720993,-0.045575,-0.007869,3.743623,-168.493439,702.682495,162.729324
80,0,0.005511,-0.021532,1.517623,239.564011,126.547783,145.252151,0.003277,-0.065515,1.501197,-97.879501,133.595566,141.243073,0.030559,-0.015041,-0.063222,130.431900,1110.817017,166.178360,-0.045869,-0.007769,3.743497,-168.490479,702.686035,162.714401
81,0,0.005557,-0.021497,1.517582,239.564011,126.538246,145.251129,0.003042,-0.065516,1.501221,-97.880150,133.588409,141.250900,0.006354,-0.019218,-0.055518,129.200470,1115.932251,167.382339,-0.045765,-0.008174,3.743559,-168.489655,702.682983,162.714676
82,0,0.005676,-0.021434,1.517621,239.555695,126.542885,145.245163,0.003178,-0.065579,1.501142,-97.884666,133.587128,141.249359,-0.011998,-0.022998,-0.046548,128.110291,1120.919800,167.945160,-0.045716,-0.008215,3.743520,-168.496597,702.683472,162.706924
83,0,0.005446,-0.021450,1.517645,239.561859,126.544106,145.259689,0.002968,-0.065574,1.501135,-97.877808,133.586121,141.253204,-0.022892,-0.025816,-0.039055,127.078163,1125.504028,168.398621,-0.045820,-0.008204,3.743626,-168.493607,702.687683,162.713272
84,0,0.005372,-0.021240,1.517575,239.558975,126.530807,145.255203,0.003273,-0.065530,1.501164,-97.884682,133.595139,141.256668,-0.031371,-0.028046,-0.028683,126.288788,1129.828003,168.637360,-0.045827,-0.007946,3.743450,-168.497849,702.690552,162.716171
85,0,0.005224,-0.021227,1.517600,239.567596,126.533569,145.255020,0.003094,-0.065517,1.501136,-97.882820,133.590942,141.257935,-0.035486,-0.029568,-0.018810,125.580597,1133.750854,168.687927,-0.045581,-0.008362,3.743481,-168.499084,702.686401,162.715759
86,0,0.005203,-0.021281,1.517500,239.562958,126.531448,145.248108,0.003244,-0.065472,1.501164,-97.881996,133.593506,141.252304,-0.035983,-0.029392,-0.008760,124.980194,1137.265869,168.881790,-0.045484,-0.007830,3.743565,-168.504181,702.689880,162.703751
87,0,0.005421,-0.021551,1.517548,239.564667,126.544266,145.260864,0.003218,-0.065613,1.501188,-97.886986,133.591644,141.251099,-0.034748,-0.028817,0.001105,124.494308,1140.538452,168.902191,-0.045456,-0.008264,3.743574,-168.497818,702.693604,162.714447
88,0,0.005498,-0.021484,1.517535,239.562286,126.544090,145.260742,0.003290,-0.065526,1.501200,-97.885994,133.592316,141.249008,-0.030315,-0.027085,0.012751,124.097519,1143.665283,168.428802,-0.045929,-0.008155,3.743420,-168.508301,702.690308,162.709702
89,0,0.005553,-0.021508,1.517596,239.563263,126.534325,145.257889,0.003130,-0.065475,1.501227,-97.883286,133.590714,141.251526,-0.024116,-0.023105,0.026340,124.018990,1146.273804,168.121445,-0.045899,-0.007994,3.743510,-168.511765,702.682678,162.701981
90,0,0.005491,-0.021534,1.517581,239.563232,126.550079,145.259277,0.003186,-0.065568,1.501172,-97.882568,133.594864,141.258926,-0.011369,-0.015812,0.039798,124.174866,1148.502808,167.969177,-0.045451,-0.008389,3.743603,-168.502502,702.689270,162.706940
91,0,0.005581,-0.021538,1.517617,239.568497,126.552116,145.252411,0.002982,-0.065458,1.501164,-97.883743,133.595886,141.244827,0.004507,-0.008594,0.055052,124.360901,1150.666748,167.189590,-0.045801,-0.008252,3.743616,-168.504395,702.692017,162.710632
92,0,0.005387,-0.021250,1.517540,239.571106,126.537773,145.263336,0.003353,-0.065563,1.501162,-97.884102,133.596359,141.268692,0.025572,0.000258,0.070101,124.670113,1152.699585,165.978836,-0.045855,-0.008045,3.743487,-168.502014,702.698242,162.724197
93,0,0.005605,-0.021456,1.517606,239.569016,126.538452,145.257797,0.003122,-0.065602,1.501170,-97.883873,133.589096,141.257919,0.044425,0.006240,0.082139,124.876694,1154.355957,165.664886,-0.045630,-0.008064,3.743530,-168.507401,702.687195,162.712830
94,0,0.005504,-0.021532,1.517619,239.573853,126.539185,145.258850,0.003358,-0.065493,1.501103,-97.876495,133.588730,141.255188,0.044513,0.007356,0.091726,124.272232,1158.172119,166.121338,-0.045610,-0.007592,3.743543,-168.501312,702.695923,162.716187
95,0,0.005593,-0.021491,1.517572,239.571320,126.534309,145.258469,0.003184,-0.065477,1.501241,-97.880249,133.587173,141.252213,0.042890,0.006275,0.099516,123.348923,1162.456787,165.976257,-0.046001,-0.008198,3.743543,-168.503082,702.694519,162.711777
96,0,0.005570,-0.021538,1.517552,239.576172,126.541702,145.261505,0.003136,-0.065488,1.501106,-97.874184,133.590347,141.262619,0.034087,0.004759,0.107371,122.494820,1166.897949,165.730438,-0.045811,-0.008015,3.743504,-168.498657,702.695679,162.724426
97,0,0.005457,-0.021510,1.517551,239.565750,126.536194,145.256882,0.003332,-0.065502,1.501203,-97.884148,133.584442,141.261734,0.028897,0.003428,0.114329,121.758766,1170.767212,166.023514,-0.045540,-0.007868,3.743508,-168.507599,702.689087,162.717850
98,0,0.005633,-0.021488,1.517611,239.574173,126.538010,145.277267,0.003308,-0.065462,1.501133,-97.876709,133.589111,141.268555,0.024520,0.003954,0.121330,121.204369,1174.093018,166.394730,-0.045716,-0.008080,3.743451,-168.494019,702.693481,162.731277
99,0,0.005520,-0.021596,1.517583,239.570282,126.533356,145.252533,0.002705,-0.065456,1.501988,-97.944443,133.610962,141.240173,0.028176,0.007480,0.129528,120.568024,1177.555176,165.839066,-0.046044,-0.007598,3.743606,-168.504532,702.684509,162.711441
100,0,0.005590,-0.021347,1.517567,239.576172,126.536804,145.258102,0.003229,-0.065671,1.501220,-97.878868,133.586700,141.258408,0.036518,0.005992,0.133358,119.618240,1180.651367,165.692520,-0.045633,-0.008033,3.743551,-168.487381,702.693298,162.715424
