Objects
100
,,Global Angle SB-8427:SB-8427,,,,,,Global Angle SB-CE32:SB-CE32,,,,,,Global Angle rvr1:rvr1,,,,,,Global Angle rvr4:rvr4,,,,,,
Frame,Sub Frame,RX,RY,RZ,TX,TY,TZ,RX,RY,RZ,TX,TY,TZ,RX,RY,RZ,TX,TY,TZ,RX,RY,RZ,TX,TY,TZ
,,rad,rad,rad,mm,mm,mm,rad,rad,rad,mm,mm,mm,rad,rad,rad,mm,mm,mm,rad,rad,rad,mm,mm,mm
48,0,-0.000063,0.098573,2.352665,326.992432,699.340332,168.527359,0.019719,0.000903,-1.795899,628.590027,769.303589,174.397873,-0.008273,-0.024710,1.854524,637.114624,611.316223,152.162430,-0.016897,-0.100646,0.398370,420.264526,486.490723,148.684631
49,0,-0.006266,0.097328,2.348006,331.077820,699.104248,168.550842,0.017294,0.001397,-1.793693,631.397827,770.840271,174.646973,-0.007311,-0.024202,1.856059,640.303345,612.731812,152.133896,-0.017696,-0.091861,0.398201,423.630615,487.712830,148.589706
50,0,-0.011794,0.093770,2.344515,335.097260,698.766907,168.294754,0.021919,0.000610,-1.790846,634.030029,772.107849,174.637802,-0.006258,-0.023000,1.857287,643.513550,614.200073,152.230148,-0.016880,-0.091023,0.398366,426.911987,488.925659,148.823975
51,0,-0.011147,0.092209,2.341580,339.563263,698.396973,168.482330,0.024304,-0.000686,-1.791646,636.839539,773.455566,174.519440,-0.006833,-0.023591,1.858295,646.665100,615.654114,152.354767,-0.016474,-0.090319,0.399534,430.190063,490.058136,148.912338
52,0,-0.007216,0.091246,2.340329,344.135986,698.005188,168.617722,0.022781,0.001001,-1.789395,639.950317,774.784180,174.605148,-0.006349,-0.023851,1.859400,649.785034,617.085510,152.367599,-0.033365,-0.038139,0.405151,434.108124,490.856232,147.002060
53,0,-0.003615,0.088421,2.339863,348.212036,697.452576,168.840454,0.023797,0.001190,-1.793894,643.030151,776.271606,174.614075,-0.006719,-0.024087,1.860520,652.904907,618.538086,152.342957,-0.035689,-0.038074,0.406214,437.310181,492.094574,146.806473
54,0,-0.001333,0.084411,2.339264,352.013062,696.984131,168.849182,0.020320,-0.000548,-1.797525,646.072815,778.057617,174.750381,-0.006300,-0.024190,1.861665,656.079041,619.986206,152.362473,-0.037836,-0.038509,0.407072,440.648071,493.362030,146.597443
55,0,-0.008635,0.083168,2.337961,355.384796,696.630981,168.934586,0.018329,-0.005284,-1.797859,648.986694,779.971191,174.703644,-0.007150,-0.025258,1.862799,659.238770,621.533997,152.520401,-0.038911,-0.039536,0.408553,444.007721,494.655121,146.645035
56,0,-0.017968,0.083735,2.332834,359.000580,696.501282,168.775040,0.015531,-0.004941,-1.793738,651.981628,781.612122,174.791428,-0.006605,-0.023722,1.864128,662.471130,623.033630,152.573273,-0.037756,-0.039831,0.409284,447.305481,495.974884,146.960052
57,0,-0.018766,0.088538,2.327582,363.527832,696.489746,168.858383,0.016769,-0.002799,-1.790092,654.984009,782.823975,174.875839,-0.005225,-0.024714,1.865781,665.736084,624.514832,152.548767,-0.035954,-0.039139,0.410125,450.714569,497.238190,147.210373
58,0,-0.011992,0.090843,2.326324,368.450745,696.162415,168.941971,0.009118,0.000917,-1.790917,658.095276,783.949890,174.791153,-0.006266,-0.023778,1.866546,668.973877,626.069885,152.507339,-0.036174,-0.037088,0.411140,454.198700,498.475220,147.407715
59,0,-0.009027,0.087039,2.327445,373.094727,695.702637,169.077332,0.009427,0.001151,-1.788608,661.059082,785.362671,174.774658,-0.007413,-0.023209,1.867616,672.167542,627.636047,152.645157,-0.035506,-0.032975,0.411991,457.602081,499.780060,147.479507
60,0,-0.011007,0.085398,2.325011,377.433594,695.368408,169.259064,0.009427,-0.004182,-1.790739,663.869263,787.174500,174.789597,-0.007248,-0.023884,1.868508,675.418457,629.091797,152.705231,-0.033475,-0.031176,0.412926,460.932281,501.001068,147.423660
61,0,-0.015781,0.082446,2.323105,381.623199,695.140503,169.138000,0.005820,-0.005304,-1.786783,667.070862,788.987183,174.867996,-0.005591,-0.023429,1.869749,678.682617,630.551636,152.769928,-0.035188,-0.034863,0.413888,464.282532,502.380493,147.260193
62,0,-0.011698,0.086546,2.320325,385.795746,694.968079,169.131607,0.000436,-0.003356,-1.781336,670.426697,790.557800,174.839615,-0.007056,-0.023437,1.870879,681.937805,632.057800,152.762955,-0.038164,-0.041364,0.414327,467.444580,503.826447,147.412735
63,0,-0.009241,0.090332,2.318357,390.031097,694.718567,169.346878,0.003477,-0.002266,-1.780736,673.408203,791.600403,174.951584,-0.006134,-0.022832,1.872350,685.121155,633.490295,152.843048,-0.038966,-0.043731,0.414174,470.706360,504.974854,147.431931
64,0,-0.009682,0.086907,2.317728,394.142029,694.375916,169.279068,0.008520,-0.000505,-1.784774,676.141663,792.838074,174.875488,-0.007058,-0.023471,1.873560,688.234314,634.940125,152.888641,-0.036986,-0.039328,0.413559,473.964722,506.186676,147.452774
