Objects
100
,,Global Angle SB-41E0:SB-41E0,,,,,,Global Angle SB-C299:SB-C299,,,,,,Global Angle rvr1:rvr1,,,,,,Global Angle rvr4:rvr4,,,,,,
Frame,Sub Frame,RX,RY,RZ,TX,TY,TZ,RX,RY,RZ,TX,TY,TZ,RX,RY,RZ,TX,TY,TZ,RX,RY,RZ,TX,TY,TZ
,,rad,rad,rad,mm,mm,mm,rad,rad,rad,mm,mm,mm,rad,rad,rad,mm,mm,mm,rad,rad,rad,mm,mm,mm
65,0,-0.002096,-0.103427,4.402418,-438.212067,668.189697,164.137650,-0.012370,0.019991,2.278524,163.233261,859.930481,169.717468,-0.005720,0.001931,-1.630147,-544.097351,-298.755554,139.808990,-0.003204,-0.002671,1.490326,576.925476,268.909882,145.982224
66,0,0.005430,-0.106501,4.415656,-437.589569,670.570496,164.002457,-0.010793,0.015140,2.274911,162.864609,863.472961,169.826950,-0.004512,0.002421,-1.630062,-544.126343,-302.806976,139.821381,-0.002927,-0.001187,1.490321,577.323303,273.129059,146.066315
67,0,0.007259,-0.102489,4.427935,-436.973511,672.806580,164.194260,-0.011559,0.007616,2.274028,162.665863,866.900391,169.729752,-0.002657,0.002912,-1.629476,-544.088623,-306.871002,140.095032,-0.001840,-0.001321,1.489497,577.702393,277.283356,146.136810
68,0,-0.000059,-0.108877,4.440308,-436.272369,674.834595,164.136093,-0.006986,0.007715,2.277584,163.080795,870.546021,169.682953,-0.004383,0.000155,-1.629393,-543.997437,-310.849213,140.073364,-0.001138,-0.002201,1.489439,578.057678,281.368958,146.176849
69,0,-0.007082,-0.108280,4.453825,-435.513000,676.796387,164.153046,-0.000101,0.012853,2.284554,163.889847,874.443237,169.664169,-0.005789,0.003915,-1.628566,-543.817078,-315.001740,139.992859,-0.001857,-0.004089,1.489413,578.488159,285.467773,146.130463
70,0,-0.006501,-0.110459,4.469315,-434.528290,678.767334,164.315491,-0.000653,0.016658,2.288119,164.282089,878.661255,169.769836,-0.001451,0.003807,-1.628239,-543.754883,-319.150879,140.025177,-0.004830,-0.005561,1.489830,578.893982,289.634644,146.167923
71,0,-0.006000,-0.113943,4.485480,-433.497375,680.731628,164.276001,-0.002654,0.024185,2.288535,164.344391,883.015991,170.020859,-0.003692,0.003876,-1.628507,-543.608521,-323.121613,139.978226,-0.005387,-0.005566,1.489834,579.292969,293.790680,146.223358
72,0,0.006043,-0.107993,4.502580,-432.398346,682.588684,164.403122,-0.007421,0.031271,2.287753,164.309738,887.202942,170.132919,-0.007567,0.002536,-1.629537,-543.482300,-327.057526,139.915817,-0.003555,-0.003210,1.490061,579.735535,298.023102,146.240158
73,0,0.013426,-0.115558,4.519764,-431.274078,684.222473,164.427811,-0.010951,0.030678,2.285561,164.081482,890.974548,170.385574,-0.003666,0.003540,-1.628727,-543.449463,-331.176514,139.954117,-0.003638,-0.003187,1.489568,580.067566,302.155060,146.287384
74,0,0.019045,-0.115155,4.534220,-430.391968,685.503601,164.528290,-0.011153,0.025015,2.283430,163.827209,894.473267,170.417587,-0.001105,0.003185,-1.627973,-543.328857,-335.274872,140.072693,-0.004411,-0.004029,1.490048,580.489990,306.260986,146.280777
75,0,0.015428,-0.119166,4.546797,-429.693909,686.535828,164.473679,-0.011048,0.019459,2.282870,163.689377,897.882874,169.893814,-0.006663,0.003394,-1.627355,-543.312744,-339.276825,139.976166,-0.005180,-0.006238,1.490349,580.939636,310.376068,146.237198
76,0,0.006528,-0.118264,4.558527,-429.214874,687.251160,164.462677,-0.003394,0.012962,2.286744,164.138046,900.982788,169.957169,-0.007150,0.001723,-1.625917,-543.339233,-343.391632,139.907471,-0.004347,-0.006486,1.491093,581.439697,314.424408,146.253845
77,0,-0.018273,-0.125110,4.569025,-428.723236,687.971680,164.258011,0.006062,0.005229,2.290739,164.843903,904.151245,169.755219,-0.001163,0.003434,-1.624855,-543.336243,-347.691498,139.980423,-0.001049,-0.004338,1.490659,581.889404,318.409393,146.169418
78,0,-0.023256,-0.122519,4.576244,-427.799042,689.214600,164.404602,0.004300,0.010632,2.292377,165.113510,908.381104,169.987030,0.000889,0.002877,-1.624884,-543.260559,-351.889526,139.837967,0.001376,-0.003769,1.490905,582.349915,322.425293,146.056091
79,0,-0.009936,-0.122331,4.582904,-426.402527,690.772400,164.420670,0.001070,0.017966,2.291183,165.050812,913.107178,170.018097,-0.008331,0.002463,-1.626704,-543.101990,-355.863770,139.702194,0.000220,-0.005411,1.489795,582.790466,326.425507,145.993134
80,0,0.001500,-0.116117,4.593530,-424.498840,692.087891,164.420700,-0.007231,0.024274,2.287721,164.709381,917.476318,170.169159,-0.005299,0.001702,-1.626770,-543.111023,-360.089935,139.857239,-0.001034,-0.007770,1.489355,583.117188,330.388092,145.985931
81,0,0.021238,-0.126167,4.608266,-422.547333,693.004456,164.538971,-0.013739,0.025991,2.283313,164.347595,921.451233,170.493073,0.000570,0.001812,-1.626357,-543.064331,-364.376648,140.036591,-0.002080,-0.009913,1.489222,583.512756,334.404236,146.080124
82,0,0.029818,-0.133227,4.624870,-420.648254,693.596252,164.539749,-0.017926,0.023630,2.279709,164.050095,925.339844,170.546173,-0.000480,0.001264,-1.625493,-543.010925,-368.550507,139.866226,0.000081,-0.010089,1.489715,583.853149,338.527863,146.269409
83,0,0.039665,-0.140723,4.641500,-419.137329,693.890869,164.721619,-0.016018,0.023894,2.280630,164.167816,928.921753,170.602798,-0.004754,0.001618,-1.625731,-542.929688,-372.642883,139.565750,0.002050,-0.008262,1.489622,584.226501,342.641052,146.388168
84,0,0.043048,-0.141942,4.656315,-417.927887,694.108765,164.874664,-0.010073,0.019545,2.284964,164.600449,932.416138,170.400375,-0.005741,0.001567,-1.625123,-542.834351,-376.765381,139.780121,0.001239,-0.006041,1.489271,584.695435,346.726471,146.418900
85,0,0.043471,-0.130228,4.672030,-416.941986,694.207764,164.865753,-0.001278,0.016361,2.291515,165.182449,935.682617,169.977524,-0.000202,-0.000105,-1.624735,-542.767395,-380.984772,139.791901,0.000470,-0.005120,1.489472,585.155457,350.798889,146.386139
86,0,0.026067,-0.130072,4.691222,-416.081055,693.991333,164.629776,0.004098,0.014032,2.293779,165.580490,938.539185,170.317459,-0.005199,0.004040,-1.625207,-542.556763,-385.234894,139.722763,0.000351,-0.006306,1.489580,585.598816,354.871887,146.310928
87,0,0.002069,-0.133691,4.712622,-415.222412,693.373596,164.471878,0.009613,-0.000953,2.292909,165.695099,941.508118,170.235306,-0.005737,0.003420,-1.626000,-542.373047,-389.310638,139.521408,0.001318,-0.008103,1.490078,585.991882,358.884003,146.257446
